GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
389834	8.14e-01	6.30e-01	0.4022	-0.4817076	-0.1937446	74.56	LOC389834	ankyrin repeat domain 57 pseudogene
6513	8.14e-01	6.30e-01	0.3883	0.4813875	0.1869106	676.04	SLC2A1	solute carrier family 2 member 1
79596	8.14e-01	6.30e-01	0.2531	-0.4815112	-0.1218919	269.25	OBI1	ORC ubiquitin ligase 1
1743	8.14e-01	6.30e-01	0.0897	0.4813809	0.0431583	1746.66	DLST	dihydrolipoamide S-succinyltransferase
285830	8.14e-01	6.30e-01	0.3456	0.4812951	0.1663369	331.86	HLA-F-AS1	HLA-F antisense RNA 1
55573	8.14e-01	6.30e-01	0.1947	0.4810243	0.0936392	5451.92	CDV3	CDV3 homolog
26269	8.14e-01	6.30e-01	0.2604	0.481029	0.1252634	417.23	FBXO8	F-box protein 8
3298	8.14e-01	6.30e-01	0.2211	0.481106	0.1063815	178.34	HSF2	heat shock transcription factor 2
9536	8.14e-01	6.31e-01	0.8348	0.4808164	0.4014032	106.8	PTGES	prostaglandin E synthase
7745	8.14e-01	6.31e-01	0.355	0.4807504	0.1706549	343.63	ZKSCAN8	zinc finger with KRAB and SCAN domains 8
9753	8.14e-01	6.31e-01	0.3655	0.4804578	0.1755919	97.36	ZSCAN12	zinc finger and SCAN domain containing 12
23184	8.14e-01	6.31e-01	0.1987	-0.4803662	-0.0954361	687.07	MESD	mesoderm development LRP chaperone
55830	8.14e-01	6.31e-01	0.1277	0.4802053	0.0613243	738.75	GLT8D1	glycosyltransferase 8 domain containing 1
92017	8.14e-01	6.31e-01	0.2602	0.4802393	0.1249722	537.11	SNX29	sorting nexin 29
348995	8.14e-01	6.31e-01	0.2492	-0.4800947	-0.1196256	442.47	NUP43	nucleoporin 43
11062	8.15e-01	6.31e-01	0.2487	-0.4796957	-0.1192915	36.27	DUS4L	dihydrouridine synthase 4 like
23065	8.15e-01	6.32e-01	0.2793	-0.4793445	-0.133899	349.46	EMC1	ER membrane protein complex subunit 1
3336	8.15e-01	6.32e-01	0.2685	0.4793049	0.1286982	326	HSPE1	heat shock protein family E (Hsp10) member 1
100379345	8.15e-01	6.32e-01	0.7764	-0.4793361	-0.3721597	6.73	MIR181A2HG	MIR181A2 host gene
6430	8.15e-01	6.32e-01	0.1692	-0.4791889	-0.081058	7562.64	SRSF5	serine and arginine rich splicing factor 5
101929698	8.15e-01	6.32e-01	0.5199	0.4792151	0.2491639	15.28	LOC101929698	uncharacterized LOC101929698
8773	8.15e-01	6.32e-01	0.2944	0.4790196	0.141031	6033.78	SNAP23	synaptosome associated protein 23
55672	8.15e-01	6.32e-01	0.3219	0.4784453	0.1540105	287.3	NBPF1	NBPF member 1
107984947	8.15e-01	6.32e-01	0.2181	-0.4783909	-0.1043411	112.58	MED8-AS1	MED8 antisense RNA 1
8975	8.15e-01	6.32e-01	0.3539	0.4786186	0.169405	63.73	USP13	ubiquitin specific peptidase 13
23480	8.15e-01	6.32e-01	0.288	-0.4786099	-0.1378265	602.11	SEC61G	SEC61 translocon subunit gamma
83857	8.15e-01	6.32e-01	0.718	0.4782824	0.3434009	604.49	TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1
7556	8.15e-01	6.32e-01	0.2986	-0.4783169	-0.1428395	66.82	ZNF10	zinc finger protein 10
388567	8.15e-01	6.32e-01	0.362	-0.4783559	-0.1731789	28.82	ZNF749	zinc finger protein 749
105374848	8.15e-01	6.33e-01	0.958	-0.4780341	-0.457965	7.38	LOC105374848	uncharacterized LOC105374848
54812	8.15e-01	6.33e-01	0.2579	0.4777174	0.1231927	3040.54	AFTPH	aftiphilin
9812	8.15e-01	6.33e-01	0.1947	-0.4775498	-0.0929756	1120.92	DELE1	DAP3 binding cell death enhancer 1
107985055	8.15e-01	6.33e-01	0.5362	-0.4775896	-0.2560823	14.04	LOC107985055	uncharacterized LOC107985055
55205	8.15e-01	6.33e-01	0.4942	0.4774823	0.2359947	111.38	ZNF532	zinc finger protein 532
107984841	8.16e-01	6.33e-01	0.4749	0.4770426	0.2265256	156.23	LOC107984841	replaced by ID 100288069
54482	8.16e-01	6.33e-01	0.3117	0.4772645	0.1487622	284.14	TRMT13	tRNA methyltransferase 13 homolog
117289	8.16e-01	6.33e-01	0.4713	-0.4770171	-0.2248346	9001.78	TAGAP	T cell activation RhoGTPase activating protein
11046	8.16e-01	6.33e-01	0.1772	-0.4771521	-0.084572	595.14	SLC35D2	solute carrier family 35 member D2
8328	8.16e-01	6.33e-01	0.4327	-0.4769594	-0.2063588	373.16	GFI1B	growth factor independent 1B transcriptional repressor
7112	8.16e-01	6.33e-01	0.2629	0.4770865	0.1254088	2216.26	TMPO	thymopoietin
83694	8.16e-01	6.33e-01	0.6138	0.4770368	0.2928108	14.33	RPS6KL1	ribosomal protein S6 kinase like 1
25792	8.16e-01	6.34e-01	0.2644	-0.476704	-0.1260617	762.07	CIZ1	CDKN1A interacting zinc finger protein 1
57703	8.16e-01	6.34e-01	0.2514	0.4766049	0.1198315	925.31	CWC22	CWC22 spliceosome associated protein homolog
57156	8.16e-01	6.34e-01	0.5553	-0.4763016	-0.2645025	124.95	TMEM63C	transmembrane protein 63C
107987044	8.16e-01	6.34e-01	0.5968	0.4761413	0.2841578	10.71	LOC107987044	
138199	8.16e-01	6.34e-01	0.2901	0.4760988	0.1381085	176.82	CARNMT1	carnosine N-methyltransferase 1
537	8.16e-01	6.34e-01	0.2736	-0.4760444	-0.1302656	3699.62	ATP6AP1	ATPase H+ transporting accessory protein 1
51540	8.16e-01	6.34e-01	0.2459	-0.4758091	-0.1169912	43.61	SCLY	selenocysteine lyase
202309	8.16e-01	6.34e-01	0.3149	-0.4758692	-0.1498629	3114.78	GAPT	GRB2 binding adaptor protein, transmembrane
8050	8.16e-01	6.34e-01	0.2677	0.4757984	0.1273649	252.79	PDHX	pyruvate dehydrogenase complex component X
203414	8.16e-01	6.34e-01	0.3294	0.4756112	0.1566878	20.16	LINC01560	long intergenic non-protein coding RNA 1560
54953	8.16e-01	6.35e-01	0.2263	0.475249	0.1075493	372.41	ODR4	odr-4 GPCR localization factor homolog
100996756	8.16e-01	6.35e-01	0.505	-0.4748691	-0.2398246	214.98	LOC100996756	uncharacterized LOC100996756
100506658	8.16e-01	6.35e-01	0.6122	-0.4749457	-0.2907416	43.33	OCLN	occludin
641776	8.16e-01	6.35e-01	0.4148	-0.4748631	-0.1969736	8.43	SPDYE14	speedy/RINGO cell cycle regulator family member E14
5033	8.16e-01	6.35e-01	0.285	-0.4750229	-0.135368	886.73	P4HA1	prolyl 4-hydroxylase subunit alpha 1
4335	8.16e-01	6.35e-01	0.1972	0.4748157	0.0936297	957.3	MNT	MAX network transcriptional repressor
105369225	8.16e-01	6.35e-01	0.5668	-0.4748385	-0.2691374	24.06	LOC105369225	uncharacterized LOC105369225
5155	8.17e-01	6.35e-01	0.405	-0.474485	-0.1921579	47.96	PDGFB	platelet derived growth factor subunit B
151835	8.17e-01	6.35e-01	0.4546	-0.4742734	-0.2155996	8.56	CPNE9	copine family member 9
3984	8.17e-01	6.35e-01	0.3883	-0.4742697	-0.184146	945.5	LIMK1	LIM domain kinase 1
285463	8.17e-01	6.36e-01	0.264	0.4739136	0.1250968	149.49	CTBP1-AS	CTBP1 antisense RNA
81932	8.17e-01	6.36e-01	0.3709	-0.4739866	-0.1757781	196.2	HDHD3	haloacid dehalogenase like hydrolase domain containing 3
100506258	8.17e-01	6.36e-01	0.5099	0.4738124	0.2416174	43.98	SYT9-AS1	SYT9 antisense RNA 1
10943	8.17e-01	6.36e-01	0.3786	0.4738104	0.1793806	6600.03	MSL3	MSL complex subunit 3
220594	8.17e-01	6.36e-01	0.3445	-0.4736404	-0.1631567	163.34	USP32P2	ubiquitin specific peptidase 32 pseudogene 2
219293	8.17e-01	6.36e-01	0.4305	-0.4734325	-0.2038331	16.36	ATAD3C	ATPase family AAA domain containing 3C
51742	8.17e-01	6.36e-01	0.3752	0.473303	0.1775915	3428.2	ARID4B	AT-rich interaction domain 4B
6788	8.17e-01	6.36e-01	0.4633	-0.4732696	-0.2192478	510.15	STK3	serine/threonine kinase 3
23545	8.17e-01	6.36e-01	0.1556	0.4732839	0.0736498	489.13	ATP6V0A2	ATPase H+ transporting V0 subunit a2
54847	8.17e-01	6.36e-01	0.4475	0.4728674	0.2115942	205.64	SIDT1	SID1 transmembrane family member 1
221472	8.17e-01	6.36e-01	0.386	-0.4729555	-0.1825698	1750.24	FGD2	FYVE, RhoGEF and PH domain containing 2
646214	8.17e-01	6.36e-01	0.3572	0.4728426	0.1689057	130.3	LOC646214	p21 (RAC1) activated kinase 2 pseudogene
57572	8.17e-01	6.36e-01	0.4493	0.4728558	0.2124563	20.35	DOCK6	dedicator of cytokinesis 6
105370683	8.18e-01	6.37e-01	0.4673	0.4725127	0.2207925	9.2	LINC00677	long intergenic non-protein coding RNA 677
23274	8.18e-01	6.37e-01	0.2341	0.4725557	0.1106173	403.37	CLEC16A	C-type lectin domain containing 16A
5036	8.18e-01	6.37e-01	0.2167	-0.4723581	-0.102359	1459.72	PA2G4	proliferation-associated 2G4
1629	8.18e-01	6.37e-01	0.3149	0.4721503	0.1486617	222.64	DBT	dihydrolipoamide branched chain transacylase E2
1633	8.18e-01	6.37e-01	0.3284	-0.4722129	-0.1550737	1122.31	DCK	deoxycytidine kinase
79714	8.18e-01	6.37e-01	0.2239	0.4720256	0.1057071	144.48	CCDC51	coiled-coil domain containing 51
400506	8.18e-01	6.37e-01	0.2947	-0.4719213	-0.1390663	123.46	KNOP1	lysine rich nucleolar protein 1
51124	8.18e-01	6.37e-01	0.1914	0.4716653	0.0902784	438.56	IER3IP1	immediate early response 3 interacting protein 1
644794	8.18e-01	6.37e-01	0.4412	-0.4713567	-0.2079849	50.66	LINC02604	long intergenic non-protein coding RNA 2604
23349	8.18e-01	6.37e-01	0.7735	0.471523	0.3647203	70.85	PHF24	PHD finger protein 24
51573	8.18e-01	6.37e-01	0.2905	-0.471319	-0.1369214	3574.41	GDE1	glycerophosphodiester phosphodiesterase 1
92154	8.18e-01	6.37e-01	0.394	-0.4715125	-0.1857536	21.98	MTSS2	MTSS I-BAR domain containing 2
55857	8.18e-01	6.37e-01	0.2086	0.4714085	0.0983472	497.91	KIZ	kizuna centrosomal protein
27348	8.18e-01	6.38e-01	0.4478	-0.471072	-0.2109435	1953.85	TOR1B	torsin family 1 member B
9440	8.19e-01	6.38e-01	0.2434	0.4704601	0.1144928	728.48	MED17	mediator complex subunit 17
7297	8.19e-01	6.38e-01	0.2521	-0.4704941	-0.118616	5195.29	TYK2	tyrosine kinase 2
84719	8.19e-01	6.38e-01	0.4416	0.4702641	0.2076698	10.66	LINC00260	long intergenic non-protein coding RNA 260
27077	8.19e-01	6.38e-01	0.4615	0.4701278	0.2169873	60.68	B9D1	B9 domain containing 1
55776	8.19e-01	6.39e-01	0.1799	0.4691385	0.0844169	331.07	SAYSD1	SAYSVFN motif domain containing 1
4907	8.19e-01	6.39e-01	0.6053	-0.4697625	-0.2843697	52.68	NT5E	5'-nucleotidase ecto
728927	8.19e-01	6.39e-01	0.2891	-0.4697104	-0.1357866	209.12	ZNF736	zinc finger protein 736
285966	8.19e-01	6.39e-01	0.3375	0.4694846	0.158465	413.8	TCAF2	TRPM8 channel associated factor 2
221035	8.19e-01	6.39e-01	0.3275	0.4692839	0.153672	681.04	REEP3	receptor accessory protein 3
101929145	8.19e-01	6.39e-01	0.2607	-0.4693826	-0.122386	155.41	PPP3CB-AS1	PPP3CB antisense RNA 1 (head to head)
84519	8.19e-01	6.39e-01	0.3384	-0.4692151	-0.1587731	2173.78	ACRBP	acrosin binding protein
57605	8.19e-01	6.39e-01	0.2963	-0.4691582	-0.1390292	198.65	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
100616668	8.19e-01	6.39e-01	0.3944	0.4692836	0.1850841	26.35	TPTE2P5	TPTE2 pseudogene 5
121952	8.19e-01	6.39e-01	0.6152	-0.469128	-0.2886223	14.24	METTL21EP	methyltransferase like 21E, pseudogene
647310	8.19e-01	6.38e-01	0.4261	-0.4698431	-0.2001863	30.87	TEX22	testis expressed 22
79651	8.19e-01	6.39e-01	0.3831	-0.4697188	-0.1799512	1525.78	RHBDF2	rhomboid 5 homolog 2
139322	8.19e-01	6.39e-01	0.3349	0.4694209	0.1572082	128.96	APOOL	apolipoprotein O like
1478	8.19e-01	6.39e-01	0.2635	0.4695921	0.1237181	215.42	CSTF2	cleavage stimulation factor subunit 2
64393	8.19e-01	6.39e-01	0.2473	0.4689972	0.1159896	627.53	ZMAT3	zinc finger matrin-type 3
105379393	8.19e-01	6.39e-01	0.7771	0.4689002	0.3643726	16.41	KAT6A-AS1	KAT6A antisense RNA 1
441381	8.19e-01	6.39e-01	0.3413	-0.4688079	-0.160021	32.12	LRRC24	leucine rich repeat containing 24
100499483	8.19e-01	6.39e-01	0.4134	-0.4686237	-0.1937463	24.32	CCDC180	coiled-coil domain containing 180
102	8.19e-01	6.39e-01	0.2552	0.4685892	0.119578	5897.33	ADAM10	ADAM metallopeptidase domain 10
100233156	8.19e-01	6.39e-01	0.4048	0.4685454	0.1896736	24.77	LOC100233156	tektin 4 pseudogene
100534595	8.19e-01	6.40e-01	0.0852	0.4680397	0.039857	1589.19	HNRNPUL2-BSCL2	HNRNPUL2-BSCL2 readthrough (NMD candidate)
79883	8.19e-01	6.40e-01	0.4928	-0.4679175	-0.2305759	9.45	PODNL1	podocan like 1
84969	8.20e-01	6.40e-01	0.3456	0.4676745	0.1616404	33.12	TOX2	TOX high mobility group box family member 2
60485	8.20e-01	6.40e-01	0.3229	0.4674388	0.1509449	178.7	SAV1	salvador family WW domain containing protein 1
130733	8.20e-01	6.40e-01	0.4438	-0.4670754	-0.2073056	11.44	TMEM178A	transmembrane protein 178A
9786	8.20e-01	6.40e-01	0.2392	0.4671001	0.1117297	321.11	KIAA0586	KIAA0586
7638	8.20e-01	6.40e-01	0.4774	-0.4671089	-0.2230019	9.49	ZNF221	zinc finger protein 221
5447	8.20e-01	6.41e-01	0.3856	-0.4669747	-0.1800876	1838.74	POR	cytochrome p450 oxidoreductase
57104	8.20e-01	6.41e-01	0.344	-0.4668564	-0.1606088	1529.22	PNPLA2	patatin like phospholipase domain containing 2
339559	8.20e-01	6.41e-01	0.2517	0.4667789	0.1174838	105.81	ZFP69	ZFP69 zinc finger protein
22863	8.20e-01	6.41e-01	0.2004	-0.4666658	-0.0935204	293.3	ATG14	autophagy related 14
51110	8.20e-01	6.41e-01	0.2559	-0.4665648	-0.1193965	108.59	LACTB2	lactamase beta 2
11117	8.20e-01	6.41e-01	0.466	-0.4660831	-0.2172048	21.24	EMILIN1	elastin microfibril interfacer 1
25998	8.20e-01	6.41e-01	0.2965	0.4659996	0.1381827	658.51	IBTK	inhibitor of Bruton tyrosine kinase
3206	8.20e-01	6.41e-01	0.4479	0.4662047	0.2088253	14.65	HOXA10	homeobox A10
25948	8.20e-01	6.41e-01	0.2724	0.4662145	0.1269881	3103	KBTBD2	kelch repeat and BTB domain containing 2
101752399	8.20e-01	6.41e-01	0.1906	0.4659608	0.0888166	1515.79	STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB readthrough
169841	8.20e-01	6.41e-01	0.2639	-0.4663697	-0.123088	157.29	ZNF169	zinc finger protein 169
54472	8.20e-01	6.41e-01	0.2974	-0.4664484	-0.1387252	1206.03	TOLLIP	toll interacting protein
102724957	8.20e-01	6.41e-01	0.5904	0.4660778	0.2751625	24.7	LOC102724957	replaced by ID 105376569
80018	8.20e-01	6.41e-01	0.2999	-0.466305	-0.139825	233.49	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit
30001	8.20e-01	6.41e-01	0.251	-0.4657069	-0.1168741	3582.28	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha
79943	8.20e-01	6.42e-01	0.274	-0.4655757	-0.1275542	76.77	ZNF696	zinc finger protein 696
4878	8.20e-01	6.42e-01	0.4357	0.4654814	0.202832	24.92	NPPA	natriuretic peptide A
101928728	8.20e-01	6.42e-01	0.5477	0.4651031	0.2547463	8.64	LOC101928728	uncharacterized LOC101928728
100506144	8.20e-01	6.42e-01	0.2346	-0.4651102	-0.1091165	414.94	TMEM35B	transmembrane protein 35B
55585	8.20e-01	6.42e-01	0.1579	-0.4651644	-0.073438	2667.81	UBE2Q1	ubiquitin conjugating enzyme E2 Q1
100506035	8.20e-01	6.42e-01	0.4719	-0.4651588	-0.2195172	311.53	LINC00989	long intergenic non-protein coding RNA 989
55051	8.20e-01	6.42e-01	0.1741	-0.4652471	-0.0810007	1277.12	NRDE2	NRDE-2, necessary for RNA interference, domain containing
85440	8.20e-01	6.42e-01	0.4512	-0.4648521	-0.2097565	94.89	DOCK7	dedicator of cytokinesis 7
100130776	8.20e-01	6.42e-01	0.3052	0.4648715	0.1418986	128.82	AGAP2-AS1	AGAP2 antisense RNA 1
51347	8.20e-01	6.42e-01	0.2138	0.4649012	0.0994016	2585.79	TAOK3	TAO kinase 3
79656	8.20e-01	6.42e-01	0.575	0.4644351	0.2670648	20.39	BEND5	BEN domain containing 5
221960	8.20e-01	6.42e-01	0.2089	-0.4645912	-0.0970682	1146.21	CCZ1B	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated
79571	8.20e-01	6.42e-01	0.3117	-0.4646375	-0.1448158	1217.15	GCC1	GRIP and coiled-coil domain containing 1
65988	8.20e-01	6.42e-01	0.2004	-0.4644723	-0.0931029	179.28	ZNF747	zinc finger protein 747
29985	8.20e-01	6.42e-01	0.3325	0.4647223	0.1545107	322.78	SLC39A3	solute carrier family 39 member 3
102724273	8.20e-01	6.42e-01	0.3892	0.464563	0.1808266	26.58	LOC102724273	uncharacterized LOC102724273
79969	8.21e-01	6.42e-01	0.2969	0.4642252	0.1378312	65.36	ATAT1	alpha tubulin acetyltransferase 1
94097	8.21e-01	6.43e-01	0.2754	0.4640675	0.1278005	998.33	SFXN5	sideroflexin 5
9070	8.21e-01	6.43e-01	0.2285	-0.4640191	-0.1060163	1413.74	ASH2L	ASH2 like, histone lysine methyltransferase complex subunit
102724104	8.21e-01	6.43e-01	0.5029	-0.4638612	-0.2332945	69.21	LOC102724104	uncharacterized LOC102724104
79174	8.21e-01	6.43e-01	0.3357	0.4638864	0.155724	330.12	CRELD2	cysteine rich with EGF like domains 2
39	8.21e-01	6.43e-01	0.2033	0.4635941	0.0942528	467.07	ACAT2	acetyl-CoA acetyltransferase 2
266971	8.21e-01	6.43e-01	0.2174	-0.4636	-0.1008065	112.97	PIPSL	PIP5K1A and PSMD4 like (pseudogene)
11011	8.21e-01	6.43e-01	0.2504	0.463193	0.1159705	1295.14	TLK2	tousled like kinase 2
440353	8.21e-01	6.43e-01	0.2485	0.4630243	0.1150519	256.31	NPIPB12	nuclear pore complex interacting protein family member B12
643853	8.22e-01	6.44e-01	0.3837	0.4622407	0.1773712	136.77	TMPPE	transmembrane protein with metallophosphoesterase domain
79832	8.22e-01	6.44e-01	0.3845	0.4621951	0.1777007	229.5	QSER1	glutamine and serine rich 1
149840	8.22e-01	6.44e-01	0.2143	0.462074	0.0990246	181.57	SHLD1	shieldin complex subunit 1
24146	8.22e-01	6.44e-01	0.2506	0.4617864	0.1157276	318.2	CLDN15	claudin 15
105372817	8.22e-01	6.44e-01	0.5183	-0.4618299	-0.2393715	14.73	LOC105372817	uncharacterized LOC105372817
159195	8.22e-01	6.44e-01	0.368	0.4616156	0.1698825	66.53	USP54	ubiquitin specific peptidase 54
3183	8.22e-01	6.44e-01	0.2661	-0.4616182	-0.1228547	17078.38	HNRNPC	heterogeneous nuclear ribonucleoprotein C
51571	8.22e-01	6.45e-01	0.3516	0.461215	0.1621629	13880.72	CYRIB	CYFIP related Rac1 interactor B
8674	8.23e-01	6.45e-01	0.1719	0.4608474	0.0792203	725.53	VAMP4	vesicle associated membrane protein 4
23403	8.23e-01	6.45e-01	0.2278	0.4608771	0.1049996	241.65	FBXO46	F-box protein 46
10785	8.23e-01	6.45e-01	0.3136	-0.4608251	-0.1445015	86.49	WDR4	WD repeat domain 4
1385	8.23e-01	6.46e-01	0.3047	0.4599417	0.140155	2533.05	CREB1	cAMP responsive element binding protein 1
643977	8.23e-01	6.46e-01	0.3296	-0.4599247	-0.1515862	765.43	FLJ32255	uncharacterized LOC643977
100532732	8.23e-01	6.45e-01	0.3508	0.4600761	0.1613755	90.48	MSH5-SAPCD1	MSH5-SAPCD1 readthrough (NMD candidate)
3326	8.23e-01	6.46e-01	0.2485	-0.459937	-0.114295	3585.3	HSP90AB1	heat shock protein 90 alpha family class B member 1
51127	8.23e-01	6.46e-01	0.3231	0.4597407	0.1485405	20.14	TRIM17	tripartite motif containing 17
102723878	8.23e-01	6.46e-01	0.3777	-0.4597806	-0.1736768	103.58	LOC102723878	uncharacterized LOC102723878
255308	8.23e-01	6.46e-01	0.277	0.459478	0.1272615	220.33	EIF2S3B	eukaryotic translation initiation factor 2 subunit gamma B
55861	8.24e-01	6.46e-01	0.319	-0.4591261	-0.1464767	122.75	DBNDD2	dysbindin domain containing 2
6651	8.24e-01	6.46e-01	0.2358	0.4591709	0.1082529	6605.68	SON	SON DNA and RNA binding protein
646074	8.24e-01	6.46e-01	0.2976	0.4592238	0.1366749	21.74	POM121L10P	POM121 transmembrane nucleoporin like 10, pseudogene
1429	8.24e-01	6.47e-01	0.3827	-0.4585873	-0.175502	185.28	CRYZ	crystallin zeta
56957	8.24e-01	6.47e-01	0.4104	0.458443	0.1881246	54.53	OTUD7B	OTU deubiquitinase 7B
2591	8.24e-01	6.47e-01	0.5147	0.4584197	0.2359564	1354.13	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3
134430	8.24e-01	6.47e-01	0.2604	0.4584184	0.1193692	401.55	WDR36	WD repeat domain 36
64983	8.24e-01	6.46e-01	0.1879	0.4588814	0.0862183	458.87	MRPL32	mitochondrial ribosomal protein L32
2185	8.24e-01	6.47e-01	0.2464	0.4586162	0.1130146	10137.54	PTK2B	protein tyrosine kinase 2 beta
2137	8.24e-01	6.46e-01	0.2419	0.4586672	0.110937	2520.92	EXTL3	exostosin like glycosyltransferase 3
51109	8.24e-01	6.46e-01	0.232	-0.4586725	-0.106392	1006.33	RDH11	retinol dehydrogenase 11
6666	8.24e-01	6.47e-01	0.4448	-0.4584455	-0.2039372	52.89	SOX12	SRY-box transcription factor 12
27010	8.24e-01	6.47e-01	0.4931	0.4582991	0.2260074	715.55	TPK1	thiamin pyrophosphokinase 1
100303453	8.24e-01	6.47e-01	0.3423	0.4580552	0.1567993	646.92	TSNAX-DISC1	TSNAX-DISC1 readthrough (NMD candidate)
8480	8.24e-01	6.47e-01	0.3175	-0.4579019	-0.1453964	1160.26	RAE1	ribonucleic acid export 1
101409261	8.24e-01	6.47e-01	0.4076	0.457949	0.1866775	14.15	OGFR-AS1	OGFR antisense RNA 1
84142	8.24e-01	6.47e-01	0.1655	-0.4578196	-0.0757512	504.17	ABRAXAS1	abraxas 1, BRCA1 A complex subunit
646450	8.24e-01	6.47e-01	0.2922	-0.4577038	-0.1337252	57.98	ARIH2OS	ARIH2 opposite strand lncRNA
2533	8.24e-01	6.47e-01	0.4116	-0.4576428	-0.1883845	19355.52	FYB1	FYN binding protein 1
102724008	8.24e-01	6.47e-01	0.7963	0.4572414	0.3641028	173.09	LOC102724008	uncharacterized LOC102724008
51660	8.24e-01	6.47e-01	0.1421	0.4572776	0.0649708	610.91	MPC1	mitochondrial pyruvate carrier 1
5333	8.25e-01	6.48e-01	0.3772	-0.456584	-0.1722239	369.39	PLCD1	phospholipase C delta 1
107986246	8.25e-01	6.48e-01	0.4652	0.4565583	0.2124007	11.2	LOC107986246	uncharacterized LOC107986246
8082	8.25e-01	6.48e-01	0.6634	0.4565446	0.3028784	64.7	SSPN	sarcospan
110006323	8.25e-01	6.48e-01	0.3549	-0.4565159	-0.1619963	80.77	PKD1P4-NPIPA8	PKD1P4-NPIPA8 readthrough
56970	8.25e-01	6.48e-01	0.2002	0.4566901	0.0914329	3949.59	ATXN7L3	ataxin 7 like 3
7321	8.25e-01	6.48e-01	0.4346	-0.4562458	-0.1983049	5254.09	UBE2D1	ubiquitin conjugating enzyme E2 D1
112268147	8.25e-01	6.48e-01	0.3307	-0.4562255	-0.1508772	117.27	LOC112268147	
11201	8.25e-01	6.48e-01	0.2705	0.4562244	0.1233959	516.72	POLI	DNA polymerase iota
6051	8.25e-01	6.48e-01	0.2321	-0.4559961	-0.1058586	2382.75	RNPEP	arginyl aminopeptidase
23279	8.25e-01	6.48e-01	0.3254	0.4560446	0.1483859	542.48	NUP160	nucleoporin 160
53831	8.25e-01	6.48e-01	0.6541	0.4559125	0.2982046	351.71	GPR84	G protein-coupled receptor 84
277	8.25e-01	6.49e-01	0.4086	-0.4554628	-0.186093	14.2	AMY1B	amylase alpha 1B
2027	8.25e-01	6.49e-01	0.4016	-0.455571	-0.1829415	119.12	ENO3	enolase 3
7730	8.25e-01	6.49e-01	0.4279	-0.455465	-0.194883	21.42	ZNF177	zinc finger protein 177
94235	8.25e-01	6.49e-01	0.6138	-0.4551028	-0.2793641	15.84	GNG8	G protein subunit gamma 8
84844	8.25e-01	6.49e-01	0.2264	-0.4550111	-0.1030308	1046.7	PHF5A	PHD finger protein 5A
9698	8.25e-01	6.49e-01	0.2351	0.4549008	0.1069694	1285.46	PUM1	pumilio RNA binding family member 1
64801	8.25e-01	6.49e-01	0.2398	0.454662	0.1090431	199.47	ARV1	ARV1 homolog, fatty acid homeostasis modulator
105378978	8.25e-01	6.49e-01	0.6051	-0.454778	-0.2751874	33.55	LOC105378978	
100240735	8.25e-01	6.49e-01	0.4641	-0.4548084	-0.2110567	11.74	LOC100240735	uncharacterized LOC100240735
9321	8.25e-01	6.49e-01	0.3149	0.4547243	0.143178	617.95	TRIP11	thyroid hormone receptor interactor 11
427	8.25e-01	6.49e-01	0.3464	0.4545677	0.1574651	15315.04	ASAH1	N-acylsphingosine amidohydrolase 1
94005	8.26e-01	6.50e-01	0.1404	-0.4541196	-0.0637437	1539.62	PIGS	phosphatidylinositol glycan anchor biosynthesis class S
9217	8.26e-01	6.50e-01	0.1663	0.454107	0.0755027	798.03	VAPB	VAMP associated protein B and C
55240	8.26e-01	6.50e-01	0.3496	0.4539728	0.1587259	90.83	STEAP3	STEAP3 metalloreductase
158293	8.26e-01	6.50e-01	0.2232	-0.4539741	-0.1013158	1492.66	FAM120AOS	family with sequence similarity 120A opposite strand
10794	8.26e-01	6.50e-01	0.3995	0.4536035	0.181201	47.36	ZNF460	zinc finger protein 460
2317	8.26e-01	6.50e-01	0.3907	-0.4534403	-0.1771503	419.59	FLNB	filamin B
