GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
125058	1.17e-03	9.04e-06	0.3795	4.4388407	1.6847516	80.97	TBC1D16	TBC1 domain family member 16
7345	1.20e-03	9.46e-06	0.8623	4.4292257	3.8191477	29.16	UCHL1	ubiquitin C-terminal hydrolase L1
4794	1.20e-03	9.38e-06	0.2784	-4.4308923	-1.233592	510.26	NFKBIE	NFKB inhibitor epsilon
81610	1.20e-03	9.49e-06	0.3706	4.4284644	1.641373	22.35	FAM83D	family with sequence similarity 83 member D
9824	1.20e-03	9.58e-06	0.3514	4.4264221	1.5554977	133.38	ARHGAP11A	Rho GTPase activating protein 11A
146857	1.20e-03	9.63e-06	0.2226	4.4252207	0.9848619	593.13	SLFN13	schlafen family member 13
10321	1.26e-03	1.02e-05	0.6621	4.4124123	2.9214742	1345.59	CRISP3	cysteine rich secretory protein 3
28568	1.28e-03	1.05e-05	0.5196	-4.4061837	-2.289589	73.41	TRBV19	T cell receptor beta variable 19
120939	1.28e-03	1.05e-05	0.769	4.4064922	3.3884423	35.47	TMEM52B	transmembrane protein 52B
7180	1.30e-03	1.07e-05	0.7371	4.4024631	3.2450247	35.78	CRISP2	cysteine rich secretory protein 2
54541	1.30e-03	1.09e-05	0.3112	4.3985095	1.3689191	1347.89	DDIT4	DNA damage inducible transcript 4
94015	1.30e-03	1.08e-05	0.3289	-4.3999287	-1.4471214	297.54	TTYH2	tweety family member 2
1119	1.34e-03	1.14e-05	0.2178	4.3880242	0.9556409	539.14	CHKA	choline kinase alpha
100287029	1.34e-03	1.14e-05	0.4665	-4.3880841	-2.0468998	193.75	DDX11L10	DEAD/H-box helicase 11 like 10 (pseudogene)
432	1.34e-03	1.14e-05	0.4387	-4.3894045	-1.9257508	192.95	ASGR1	asialoglycoprotein receptor 1
8701	1.35e-03	1.17e-05	0.4544	4.3838381	1.9919677	194.84	DNAH11	dynein axonemal heavy chain 11
890	1.40e-03	1.22e-05	0.3026	4.3731736	1.3231957	210.87	CCNA2	cyclin A2
5273	1.40e-03	1.22e-05	0.7569	4.3742745	3.3110309	537.04	SERPINB10	serpin family B member 10
